i	f_sup	f_swg	f_swg_id	traj_params	h_max
5788	[2.0078519151921568, 0.09989003974406264, 0.0020500000937317964, 2.3415926535897924]	[2.2033139713621317, 0.20849291538649464, 0.0020500000937317964, 2.5415926535897926]	Right	[-145.17773701389302, 11.805533767404897]	0.24
5789	[2.0621533530133727, 0.002159011659075172, 0.0020500000937317964, 2.5415926535897926]	[2.2033139713621317, 0.20849291538649464, 0.0020500000937317964, 2.5415926535897926]	Right	[-450.0149857752226, 20.784955769599648]	0.24
5790	[2.092548286201412, 0.22369038198051436, 0.0020500000937317964, 2.3415926535897924]	[2.0621533530133727, 0.002159011659075172, 0.0020500000937317964, 2.5415926535897926]	Left	[-76.80000000000013, 8.586501033599198]	0.24
5791	[1.8236698603390178, 0.21347313647299557, 0.0020500000937317964, 2.3415926535897924]	[2.092548286201412, 0.22369038198051436, 0.0020500000937317964, 2.3415926535897924]	Right	[-9.455516341860188, 3.0128550725492556]	0.24
5792	[2.012633216118792, 0.036037560062777335, 0.0020500000937317964, 2.5415926535897926]	[2.2033139713621317, 0.20849291538649464, 0.0020500000937317964, 2.5415926535897926]	Right	[-278.67711862015443, 16.35634537038602]	0.24
5793	[1.9135929423296307, 0.10379465687018163, 0.0020500000937317964, 2.5415926535897926]	[2.2033139713621317, 0.20849291538649464, 0.0020500000937317964, 2.5415926535897926]	Right	[-34.697102930402835, 5.771413935352992]	0.24
5794	[2.178372369106787, 0.17876225733701806, 0.0020500000937317964, 3.141592653589793]	[2.2366451607318987, -0.037117991310736426, 0.0020500000937317964, 2.941592653589793]	Left	[-16.834395250142773, 4.020077044054885]	0.24
5795	[1.998372369106787, -0.12123774266298193, 0.0020500000937317964, 2.941592653589793]	[2.178372369106787, 0.17876225733701806, 0.0020500000937317964, 3.141592653589793]	Right	[-15.035225702250905, 3.7991863173791396]	0.24
5796	[2.11677716301578, 0.16086207084168685, 0.0020500000937317964, 2.941592653589793]	[1.998372369106787, -0.12123774266298193, 0.0020500000937317964, 2.941592653589793]	Left	[-233.32764087024182, 14.96644698101163]	0.24
5797	[2.0381062352657993, 0.0747755729052664, 0.0020500000937317964, 2.941592653589793]	[1.998372369106787, -0.12123774266298193, 0.0020500000937317964, 2.941592653589793]	Left	[-31.4879855781482, 5.498042029215698]	0.24
5798	[2.0480397018055525, 0.12377890179732848, 0.0020500000937317964, 2.7415926535897928]	[1.998372369106787, -0.12123774266298193, 0.0020500000937317964, 2.941592653589793]	Left	[-47.976554931660445, 6.7865670802250255]	0.24
5799	[1.9312141991129572, -0.15253939640353698, 0.0020500000937317964, 2.5415926535897926]	[2.0480397018055525, 0.12377890179732848, 0.0020500000937317964, 2.7415926535897928]	Right	[-174.86296359898793, 12.956405560765239]	0.24
5800	[1.9312141991129572, -0.15253939640353698, 0.0020500000937317964, 2.941592653589793]	[2.0480397018055525, 0.12377890179732848, 0.0020500000937317964, 2.7415926535897928]	Right	[-174.86296359898793, 12.956405560765239]	0.24
5801	[1.9148923737036492, -0.03706819646472945, 0.0020500000937317964, 2.7415926535897928]	[2.0480397018055525, 0.12377890179732848, 0.0020500000937317964, 2.7415926535897928]	Right	[-68.3107637737696, 8.09804502474633]	0.24
5802	[1.819873847775581, 0.3288163204671257, 0.0020500000937317964, 2.5415926535897926]	[1.9148923737036492, -0.03706819646472945, 0.0020500000937317964, 2.7415926535897928]	Left	[-10.201912858660995, 3.12951055986628]	0.24
5803	[2.067510618920985, 0.1698319514974727, 0.0020500000937317964, 2.5415926535897926]	[1.9148923737036492, -0.03706819646472945, 0.0020500000937317964, 2.7415926535897928]	Left	[-383.9999999999999, 19.2]	0.24
5804	[2.0383723691067868, -0.07123774266298191, 0.0020500000937317964, 3.141592653589793]	[2.178372369106787, 0.17876225733701806, 0.0020500000937317964, 3.141592653589793]	Right	[-23.717607884192866, 4.771677228064064]	0.24
5805	[1.9383723691067867, 0.1287622573370181, 0.0020500000937317964, 3.3415926535897933]	[2.0383723691067868, -0.07123774266298191, 0.0020500000937317964, 3.141592653589793]	Left	[-15.973377703826927, 3.9159216789504168]	0.24
5806	[2.0999670428794874, 0.19465580380062297, 0.0020500000937317964, 2.7415926535897928]	[2.2366451607318987, -0.037117991310736426, 0.0020500000937317964, 2.941592653589793]	Left	[-9.477306376325775, 3.0163246047587027]	0.24
5807	[2.0773470340579303, -0.012921495538473077, 0.0020500000937317964, 2.5415926535897926]	[2.0999670428794874, 0.19465580380062297, 0.0020500000937317964, 2.7415926535897928]	Right	[-36.9780268833065, 5.958095820643894]	0.24
5808	[2.0286804609774634, 0.3232801770698046, 0.0020500000937317964, 2.5415926535897926]	[2.0773470340579303, -0.012921495538473077, 0.0020500000937317964, 2.5415926535897926]	Left	[-44.39099817964322, 6.528043983649121]	0.24
5809	[1.9831415401868921, -0.08166249440024248, 0.0020500000937317964, 2.7415926535897928]	[2.0999670428794874, 0.19465580380062297, 0.0020500000937317964, 2.7415926535897928]	Right	[-14.490938233948018, 3.7297856110760703]	0.24
5810	[1.8736639181419208, 0.01890912322311289, 0.0020500000937317964, 2.941592653589793]	[2.0999670428794874, 0.19465580380062297, 0.0020500000937317964, 2.7415926535897928]	Right	[-7.1166768777376, 2.6138113555932256]	0.24
5811	[1.8545937896304585, 0.22684259863906492, 0.0020500000937317964, 2.941592653589793]	[1.8736639181419208, 0.01890912322311289, 0.0020500000937317964, 2.941592653589793]	Left	[-15.67499896772213, 3.8791750423270726]	0.24
5812	[1.8049264569316932, -0.018174045821245488, 0.0020500000937317964, 3.141592653589793]	[1.8545937896304585, 0.22684259863906492, 0.0020500000937317964, 2.941592653589793]	Right	[-157.37704918032773, 12.291540473558006]	0.24
5813	[1.966819714777584, 0.03380870553856505, 0.0020500000937317964, 2.7415926535897928]	[2.0999670428794874, 0.19465580380062297, 0.0020500000937317964, 2.7415926535897928]	Right	[-12.33356629391018, 3.4409626040039685]	0.24
5814	[2.044703383239314, 0.21802090433914204, 0.0020500000937317964, 2.5415926535897926]	[1.966819714777584, 0.03380870553856505, 0.0020500000937317964, 2.7415926535897928]	Left	[-266.66666666666566, 15.999999999999968]	0.24
5815	[1.953062901785136, -0.0221915477919796, 0.0020500000937317964, 2.5415926535897926]	[2.044703383239314, 0.21802090433914204, 0.0020500000937317964, 2.5415926535897926]	Right	[-288.69764275050653, 16.647814782742095]	0.24
5816	[1.7597636551334486, 0.04947016614154373, 0.0020500000937317964, 2.3415926535897924]	[2.044703383239314, 0.21802090433914204, 0.0020500000937317964, 2.5415926535897926]	Right	[-22.26474521403091, 4.623219160441096]	0.24
5817	[1.991539118069891, 0.34906883797029564, 0.0020500000937317964, 2.5415926535897926]	[1.966819714777584, 0.03380870553856505, 0.0020500000937317964, 2.7415926535897928]	Left	[-26.96629213483145, 5.087989824030527]	0.24
5818	[1.9525972838390258, 0.2569627385700071, 0.0020500000937317964, 2.941592653589793]	[1.966819714777584, 0.03380870553856505, 0.0020500000937317964, 2.7415926535897928]	Left	[-37.49999999999996, 5.9999999999999964]	0.24
5819	[1.8441259564697858, 0.023866253957400413, 0.0020500000937317964, 2.941592653589793]	[1.9525972838390258, 0.2569627385700071, 0.0020500000937317964, 2.941592653589793]	Right	[-63.355419131085895, 7.798794930362155]	0.24
5820	[1.9625307503787788, 0.3059660674620692, 0.0020500000937317964, 3.141592653589793]	[1.8441259564697858, 0.023866253957400413, 0.0020500000937317964, 2.941592653589793]	Left	[-383.9999999999997, 19.199999999999992]	0.24
5821	[1.9525972838390258, 0.2569627385700071, 0.0020500000937317964, 2.941592653589793]	[1.8441259564697858, 0.023866253957400413, 0.0020500000937317964, 2.941592653589793]	Left	[0]	0
5822	[1.8250558279583236, 0.23179972937335244, 0.0020500000937317964, 2.7415926535897928]	[1.8441259564697858, 0.023866253957400413, 0.0020500000937317964, 2.941592653589793]	Left	[-56.80473372781053, 7.384615384615376]	0.24
5823	[1.7634939849059013, -0.06788366936603205, 0.0020500000937317964, 2.941592653589793]	[1.8250558279583236, 0.23179972937335244, 0.0020500000937317964, 2.7415926535897928]	Right	[-64.34504701959781, 7.859468502310694]	0.24
5824	[1.8328593546186507, 0.3075871230701317, 0.0020500000937317964, 2.941592653589793]	[1.966819714777584, 0.03380870553856505, 0.0020500000937317964, 2.7415926535897928]	Left	[-11.414982164090361, 3.3103448275862055]	0.24
5825	[2.533456345504804, -0.11689844420621995, 0.0020500000937317964, 3.3415926535897933]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-42.49827829107545, 6.3873583866440775]	0.24
5826	[2.613456345504804, -0.06689844420621999, 0.0020500000937317964, 3.141592653589793]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-263.1650696714477, 15.894604961577052]	0.24
5827	[2.433456345504804, 0.18310155579378, 0.0020500000937317964, 2.941592653589793]	[2.613456345504804, -0.06689844420621999, 0.0020500000937317964, 3.141592653589793]	Left	[-11.866501854140894, 3.3751802588862208]	0.24
5828	[2.43265954093676, -0.12283857740629611, 0.0020500000937317964, 2.7415926535897928]	[2.433456345504804, 0.18310155579378, 0.0020500000937317964, 2.941592653589793]	Right	[-26.80307717218473, 5.072568785664452]	0.24
5829	[2.5105432093984903, 0.061373621394280875, 0.0020500000937317964, 2.5415926535897926]	[2.43265954093676, -0.12283857740629611, 0.0020500000937317964, 2.7415926535897928]	Left	[-46.24260840018169, 6.662800016822838]	0.24
5830	[2.613456345504804, -0.16689844420621996, 0.0020500000937317964, 3.3415926535897933]	[2.713456345504804, 0.13310155579378002, 0.0020500000937317964, 3.141592653589793]	Right	[-66.4578900024943, 7.9874635775316385]	0.24
5831	[2.426579691908265, 0.05030449394278186, 0.0020500000937317964, 3.3415926535897933]	[2.613456345504804, -0.16689844420621996, 0.0020500000937317964, 3.3415926535897933]	Left	[-10.767936980733671, 3.215154662143693]	0.24
5832	[2.3390377037092565, -0.22252585682883713, 0.0020500000937317964, 3.141592653589793]	[2.426579691908265, 0.05030449394278186, 0.0020500000937317964, 3.3415926535897933]	Right	[-12.244897959183676, 3.428571428571429]	0.24
5833	[2.535051019277505, -0.18279199066982488, 0.0020500000937317964, 3.141592653589793]	[2.426579691908265, 0.05030449394278186, 0.0020500000937317964, 3.3415926535897933]	Right	[-150.0000000000012, 12.000000000000048]	0.24
5834	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	[2.535051019277505, -0.18279199066982488, 0.0020500000937317964, 3.141592653589793]	Left	[-154.54636025953025, 12.180496945902865]	0.24
5835	[2.1974435622548625, -0.25694503094269117, 0.0020500000937317964, 2.7415926535897928]	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	Right	[-8.034987790612549, 2.777334743776495]	0.24
5836	[2.079968373675254, -0.1821146890472711, 0.0020500000937317964, 3.141592653589793]	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	Right	[-4.635426750616307, 2.109504605491928]	0.24
5837	[2.1582408991412128, -0.24899825771088865, 0.0020500000937317964, 3.141592653589793]	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	Right	[-6.558759745377057, 2.509264704163747]	0.24
5838	[2.3053836865787396, -0.22780863513013525, 0.0020500000937317964, 3.141592653589793]	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	Right	[-17.5266974546285, 4.101905600625563]	0.24
5839	[2.0753836865787396, 0.0721913648698648, 0.0020500000937317964, 3.3415926535897933]	[2.3053836865787396, -0.22780863513013525, 0.0020500000937317964, 3.141592653589793]	Left	[-11.817277362847864, 3.3681725413544283]	0.24
5840	[2.2453836865787395, 0.022191364869864755, 0.0020500000937317964, 3.3415926535897933]	[2.3053836865787396, -0.22780863513013525, 0.0020500000937317964, 3.141592653589793]	Left	[-79.65643057212328, 8.744722599902088]	0.24
5841	[2.1253836865787394, -0.027808635130135206, 0.0020500000937317964, 2.941592653589793]	[2.3053836865787396, -0.22780863513013525, 0.0020500000937317964, 3.141592653589793]	Left	[-17.5266974546285, 4.101905600625563]	0.24
5842	[1.9385070329822003, -0.245011573279137, 0.0020500000937317964, 2.7415926535897928]	[2.1253836865787394, -0.027808635130135206, 0.0020500000937317964, 2.941592653589793]	Right	[-7.116676877737596, 2.613811355593225]	0.24
5843	[1.8602345075162416, -0.1781280046155194, 0.0020500000937317964, 2.941592653589793]	[2.1253836865787394, -0.027808635130135206, 0.0020500000937317964, 2.941592653589793]	Right	[-4.785023911870856, 2.1432738871632857]	0.24
5844	[1.899968373675254, 0.01788531095272894, 0.0020500000937317964, 2.941592653589793]	[1.8602345075162416, -0.1781280046155194, 0.0020500000937317964, 2.941592653589793]	Left	[-18.147448015122883, 4.173913043478262]	0.24
5845	[2.070034907135501, -0.23111801793933315, 0.0020500000937317964, 3.141592653589793]	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	Right	[-4.392077270717203, 2.0533860279763556]	0.24
5846	[1.840034907135501, 0.018881982060666908, 0.0020500000937317964, 3.3415926535897933]	[2.070034907135501, -0.23111801793933315, 0.0020500000937317964, 3.141592653589793]	Left	[-3.619303583478174, 1.8640095064508246]	0.24
5847	[2.119038236027563, -0.24105148447908623, 0.0020500000937317964, 2.941592653589793]	[2.355051019277505, 0.01720800933017516, 0.0020500000937317964, 2.941592653589793]	Right	[-5.440301618325004, 2.2853204487756207]	0.24
5848	[2.0607654444024512, -0.02517123583133174, 0.0020500000937317964, 3.141592653589793]	[2.119038236027563, -0.24105148447908623, 0.0020500000937317964, 2.941592653589793]	Left	[-10.859728506787338, 3.228829411182301]	0.24
5849	[2.1099015740558538, 0.015885319828927852, 0.0020500000937317964, 2.7415926535897928]	[2.119038236027563, -0.24105148447908623, 0.0020500000937317964, 2.941592653589793]	Left	[-15.973377703826937, 3.915921678950418]	0.24
5850	[2.0872815652342966, -0.1916919795101682, 0.0020500000937317964, 2.5415926535897926]	[2.1099015740558538, 0.015885319828927852, 0.0020500000937317964, 2.7415926535897928]	Right	[-278.67711862015693, 16.356345370386094]	0.24
5851	[1.8835984493182871, -0.15986136074858223, 0.0020500000937317964, 2.7415926535897928]	[2.1099015740558538, 0.015885319828927852, 0.0020500000937317964, 2.7415926535897928]	Right	[-15.477947068823847, 3.8547151887099123]	0.24
5852	[1.9809530348954498, 0.07040388775213899, 0.0020500000937317964, 2.5415926535897926]	[1.8835984493182871, -0.15986136074858223, 0.0020500000937317964, 2.7415926535897928]	Left	[-48.97959183673467, 6.857142857142855]	0.24
5853	[2.0556876116510554, 0.09309183691376419, 0.0020500000937317964, 2.5415926535897926]	[1.8835984493182871, -0.15986136074858223, 0.0020500000937317964, 2.7415926535897928]	Left	[-107.86516853932565, 10.175979648061046]	0.24
5854	[1.8650068564077158, -0.07936351840995312, 0.0020500000937317964, 2.7415926535897928]	[2.0556876116510554, 0.09309183691376419, 0.0020500000937317964, 2.5415926535897926]	Right	[-140.6480074566601, 11.619900479711248]	0.24
5855	[2.395051019277505, 0.11720800933017511, 0.0020500000937317964, 2.941592653589793]	[2.535051019277505, -0.18279199066982488, 0.0020500000937317964, 3.141592653589793]	Left	[-175.4983284939453, 12.979922779207413]	0.24
5856	[2.218107832220719, -0.05099159992676461, 0.0020500000937317964, 2.941592653589793]	[2.395051019277505, 0.11720800933017511, 0.0020500000937317964, 2.941592653589793]	Right	[-8.14772319007129, 2.7967506614763566]	0.24
5857	[2.3265791595899588, 0.1821048846858421, 0.0020500000937317964, 3.141592653589793]	[2.218107832220719, -0.05099159992676461, 0.0020500000937317964, 2.941592653589793]	Left	[-107.86516853932592, 10.175979648061059]	0.24
5858	[2.3354502200389864, -0.17681196402219734, 0.0020500000937317964, 3.141592653589793]	[2.395051019277505, 0.11720800933017511, 0.0020500000937317964, 2.941592653589793]	Right	[-24.074486596731536, 4.807442889194033]	0.24
5859	[2.1554502200389862, 0.12318803597780265, 0.0020500000937317964, 3.141592653589793]	[2.3354502200389864, -0.17681196402219734, 0.0020500000937317964, 3.141592653589793]	Left	[-16.711839780880243, 4.005417105576526]	0.24
5860	[2.3354502200389864, 0.07318803597780266, 0.0020500000937317964, 3.141592653589793]	[2.3354502200389864, -0.17681196402219734, 0.0020500000937317964, 3.141592653589793]	Left	[-174.8629635989866, 12.956405560765191]	0.24
5861	[2.3354502200389864, -0.12681196402219735, 0.0020500000937317964, 2.941592653589793]	[2.3354502200389864, 0.07318803597780266, 0.0020500000937317964, 3.141592653589793]	Right	[-384.00000000000017, 19.200000000000003]	0.24
5862	[2.1554502200389862, -0.17681196402219732, 0.0020500000937317964, 3.141592653589793]	[2.3354502200389864, 0.07318803597780266, 0.0020500000937317964, 3.141592653589793]	Right	[-29.629629629629573, 5.333333333333329]	0.24
5863	[2.095450220038986, 0.07318803597780268, 0.0020500000937317964, 2.941592653589793]	[2.1554502200389862, -0.17681196402219732, 0.0020500000937317964, 3.141592653589793]	Left	[-16.666666666666636, 3.9999999999999964]	0.24
5864	[1.908573566442447, -0.1440149021711991, 0.0020500000937317964, 3.141592653589793]	[2.095450220038986, 0.07318803597780268, 0.0020500000937317964, 2.941592653589793]	Right	[-15.47794706882386, 3.8547151887099136]	0.24
