i	f_sup	f_swg	f_swg_id	traj_params	h_max
129	[2.906138022744595, 0.06571774241522474, 0.0020500000937317964, 2.1415926535897922]	[3.190997456539052, 0.17732017508719258, 0.0020500000937317964, 2.1415926535897922]	Right	[-39.34426229508211, 6.1457702367790175]	0.24
130	[3.084087630594481, 0.25128157797073325, 0.0020500000937317964, 2.3415926535897924]	[2.906138022744595, 0.06571774241522474, 0.0020500000937317964, 2.1415926535897922]	Left	[-56.80473372781082, 7.384615384615395]	0.24
131	[3.0204019891193603, 0.25792530206964226, 0.0020500000937317964, 1.9415926535897923]	[2.906138022744595, 0.06571774241522474, 0.0020500000937317964, 2.1415926535897922]	Left	[-26.966292134831466, 5.087989824030529]	0.24
132	[2.7687697761201138, 0.3532207866484085, 0.0020500000937317964, 1.9415926535897923]	[3.0204019891193603, 0.25792530206964226, 0.0020500000937317964, 1.9415926535897923]	Right	[-9.455516341860182, 3.0128550725492547]	0.24
133	[2.7511564421798864, 0.26053977204719675, 0.0020500000937317964, 1.9415926535897923]	[3.0204019891193603, 0.25792530206964226, 0.0020500000937317964, 1.9415926535897923]	Right	[-15.490138591552286, 3.8562330126549917]	0.24
134	[2.8723398635675306, 0.5007783584166321, 0.0020500000937317964, 1.9415926535897923]	[2.7511564421798864, 0.26053977204719675, 0.0020500000937317964, 1.9415926535897923]	Left	[-11.866501854140912, 3.3751802588862234]	0.24
135	[2.5927281377773626, 0.3920710320736303, 0.0020500000937317964, 1.9415926535897923]	[2.8723398635675306, 0.5007783584166321, 0.0020500000937317964, 1.9415926535897923]	Right	[-22.641509433962234, 4.6621721393148645]	0.24
136	[2.570986672508762, 0.4479933772316639, 0.0020500000937317964, 2.1415926535897922]	[2.8723398635675306, 0.5007783584166321, 0.0020500000937317964, 1.9415926535897923]	Right	[-14.201183431952643, 3.69230769230769]	0.24
137	[2.6030943166280567, 0.5033928283941866, 0.0020500000937317964, 1.7415926535897923]	[2.8723398635675306, 0.5007783584166321, 0.0020500000937317964, 1.9415926535897923]	Right	[-11.866501854140909, 3.375180258886223]	0.24
138	[2.8103643062581165, 0.7725380520165925, 0.0020500000937317964, 1.5415926535897924]	[2.6030943166280567, 0.5033928283941866, 0.0020500000937317964, 1.7415926535897923]	Left	[-12.356118666282281, 3.4441071295229757]	0.24
139	[3.0059076789402934, 0.2952068655083313, 0.0020500000937317964, 1.7415926535897923]	[2.7511564421798864, 0.26053977204719675, 0.0020500000937317964, 1.9415926535897923]	Left	[-600.0000000000008, 24.000000000000014]	0.24
140	[2.6711803170767, 0.47087016053560515, 0.0020500000937317964, 1.7415926535897923]	[3.0059076789402934, 0.2952068655083313, 0.0020500000937317964, 1.7415926535897923]	Right	[-18.959198121908823, 4.266243101023718]	0.24
141	[2.7204528035761233, 0.47936851768061717, 0.0020500000937317964, 1.7415926535897923]	[3.0059076789402934, 0.2952068655083313, 0.0020500000937317964, 1.7415926535897923]	Right	[-19.660555053413734, 4.3444370004958275]	0.24
142	[2.9277407781478297, 0.4542349624613575, 0.0020500000937317964, 1.9415926535897923]	[2.7204528035761233, 0.47936851768061717, 0.0020500000937317964, 1.7415926535897923]	Left	[-30.57324840764334, 5.417593420637766]	0.24
143	[2.6118932769099943, 0.4387315447150784, 0.0020500000937317964, 2.1415926535897922]	[2.9277407781478297, 0.4542349624613575, 0.0020500000937317964, 1.9415926535897923]	Right	[-71.44699453700777, 8.281854548078435]	0.24
144	[2.75065188839628, 0.39982274094676984, 0.0020500000937317964, 1.9415926535897923]	[3.0204019891193603, 0.25792530206964226, 0.0020500000937317964, 1.9415926535897923]	Right	[-7.069110747916558, 2.605061672590477]	0.24
145	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	[2.75065188839628, 0.39982274094676984, 0.0020500000937317964, 1.9415926535897923]	Left	[-7.012417823228631, 2.5945945945945943]	0.24
146	[2.606717894172823, 0.4940724375345143, 0.0020500000937317964, 2.1415926535897922]	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	Right	[-32.43243243243239, 5.579886659703321]	0.24
147	[2.6025897628444503, 0.6426757972937597, 0.0020500000937317964, 1.7415926535897923]	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	Right	[-11.866501854140912, 3.3751802588862234]	0.24
148	[2.606717894172823, 0.4940724375345143, 0.0020500000937317964, 1.7415926535897923]	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	Right	[-32.43243243243239, 5.579886659703321]	0.24
149	[2.863260370302306, 0.7717160183019323, 0.0020500000937317964, 1.9415926535897923]	[2.606717894172823, 0.4940724375345143, 0.0020500000937317964, 1.7415926535897923]	Left	[-33.02186339110443, 5.6303631193254535]	0.24
150	[2.616579519239911, 0.7446772027546437, 0.0020500000937317964, 2.1415926535897922]	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	Right	[-7.012417823228631, 2.5945945945945943]	0.24
151	[2.6491917171428114, 0.6607936850175933, 0.0020500000937317964, 1.7415926535897923]	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	Right	[-12.244897959183671, 3.428571428571428]	0.24
152	[2.871758749633893, 0.8412484329410378, 0.0020500000937317964, 1.9415926535897923]	[2.6491917171428114, 0.6607936850175933, 0.0020500000937317964, 1.7415926535897923]	Left	[-16.818613381875902, 4.018192236143123]	0.24
153	[2.6201265366346465, 0.936543917519804, 0.0020500000937317964, 1.9415926535897923]	[2.871758749633893, 0.8412484329410378, 0.0020500000937317964, 1.9415926535897923]	Right	[-12.486509457633924, 3.462231806122832]	0.24
154	[2.831394842857853, 1.083055701297006, 0.0020500000937317964, 1.7415926535897923]	[2.6201265366346465, 0.936543917519804, 0.0020500000937317964, 1.9415926535897923]	Left	[-15.973377703826944, 3.915921678950419]	0.24
155	[2.5559878085460888, 0.6245579095699261, 0.0020500000937317964, 1.7415926535897923]	[2.886329619962991, 0.6027797638775161, 0.0020500000937317964, 1.9415926535897923]	Right	[-10.859728506787317, 3.2288294111822977]	0.24
156	[2.8125482696172184, 0.6079227114956784, 0.0020500000937317964, 1.5415926535897924]	[2.5559878085460888, 0.6245579095699261, 0.0020500000937317964, 1.7415926535897923]	Left	[-175.49832849394517, 12.979922779207408]	0.24
157	[2.7921522124691895, 0.7261766790942937, 0.0020500000937317964, 1.9415926535897923]	[2.5559878085460888, 0.6245579095699261, 0.0020500000937317964, 1.7415926535897923]	Left	[-39.84033526272749, 6.1843934102075355]	0.24
158	[2.4291982031493866, 0.8318383425237541, 0.0020500000937317964, 1.9415926535897923]	[2.7921522124691895, 0.7261766790942937, 0.0020500000937317964, 1.9415926535897923]	Right	[-16.259947255871108, 3.950892223996532]	0.24
159	[2.687068463670954, 0.9964680140247895, 0.0020500000937317964, 1.9415926535897923]	[2.4291982031493866, 0.8318383425237541, 0.0020500000937317964, 1.9415926535897923]	Left	[-11.414982164090356, 3.310344827586205]	0.24
160	[2.605744395275744, 0.6537051281989592, 0.0020500000937317964, 1.7415926535897923]	[2.7921522124691895, 0.7261766790942937, 0.0020500000937317964, 1.9415926535897923]	Right	[-288.6976427505054, 16.647814782742063]	0.24
161	[2.8911812856982677, 0.7638222548683389, 0.0020500000937317964, 1.9415926535897923]	[2.605744395275744, 0.6537051281989592, 0.0020500000937317964, 1.7415926535897923]	Left	[-85.5314110046496, 9.061465365185898]	0.24
162	[2.7790389412674026, 0.8256615189773917, 0.0020500000937317964, 1.9415926535897923]	[2.605744395275744, 0.6537051281989592, 0.0020500000937317964, 1.7415926535897923]	Left	[-95.34032836785983, 9.566959560547199]	0.24
163	[2.4486971298505003, 0.8474396646698017, 0.0020500000937317964, 1.7415926535897923]	[2.7790389412674026, 0.8256615189773917, 0.0020500000937317964, 1.9415926535897923]	Right	[-15.43484933877306, 3.849344796874156]	0.24
164	[2.6457870758481925, 0.8814330932498498, 0.0020500000937317964, 1.5415926535897924]	[2.4486971298505003, 0.8474396646698017, 0.0020500000937317964, 1.7415926535897923]	Left	[-46.00669521114537, 6.645782677961983]	0.24
165	[2.4026095652171127, 1.1186349025247184, 0.0020500000937317964, 1.3415926535897924]	[2.6457870758481925, 0.8814330932498498, 0.0020500000937317964, 1.5415926535897924]	Right	[-12.686511433535902, 3.489849706820405]	0.24
166	[2.772240255551393, 0.86507950817693, 0.0020500000937317964, 1.7415926535897923]	[2.605744395275744, 0.6537051281989592, 0.0020500000937317964, 1.7415926535897923]	Left	[-48.754520187556025, 6.841369700582901]	0.24
167	[2.5649522809796865, 0.8902130633961897, 0.0020500000937317964, 1.5415926535897924]	[2.772240255551393, 0.86507950817693, 0.0020500000937317964, 1.7415926535897923]	Right	[-16.666666666666668, 4.0]	0.24
168	[2.771582891717284, 1.114275087635478, 0.0020500000937317964, 1.7415926535897923]	[2.5649522809796865, 0.8902130633961897, 0.0020500000937317964, 1.5415926535897924]	Left	[-15.459218762745778, 3.8523823813629856]	0.24
169	[2.475947972720746, 1.0632849447654058, 0.0020500000937317964, 1.5415926535897924]	[2.771582891717284, 1.114275087635478, 0.0020500000937317964, 1.7415926535897923]	Right	[-25.34610434899959, 4.932774085141099]	0.24
170	[2.5506975457135583, 1.2182446212538143, 0.0020500000937317964, 1.9415926535897923]	[2.771582891717284, 1.114275087635478, 0.0020500000937317964, 1.7415926535897923]	Right	[-8.904727725785492, 2.923788401501393]	0.24
171	[2.5445562238316577, 1.008467030994805, 0.0020500000937317964, 1.9415926535897923]	[2.772240255551393, 0.86507950817693, 0.0020500000937317964, 1.7415926535897923]	Right	[-7.407407407407406, 2.666666666666666]	0.24
172	[2.7734378639950914, 1.2476598293732186, 0.0020500000937317964, 1.9415926535897923]	[2.5445562238316577, 1.008467030994805, 0.0020500000937317964, 1.9415926535897923]	Left	[-6.558759745377056, 2.5092647041637464]	0.24
173	[2.7879321741741583, 1.2103782659345295, 0.0020500000937317964, 1.9415926535897923]	[2.5445562238316577, 1.008467030994805, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.034987790612547, 2.7773347437764944]	0.24
174	[2.7879321741741583, 1.2103782659345295, 0.0020500000937317964, 2.1415926535897922]	[2.5445562238316577, 1.008467030994805, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.034987790612547, 2.7773347437764944]	0.24
175	[2.4868033651288695, 0.7549623815075504, 0.0020500000937317964, 1.5415926535897924]	[2.772240255551393, 0.86507950817693, 0.0020500000937317964, 1.7415926535897923]	Right	[-39.34426229508204, 6.145770236779012]	0.24
176	[2.788427417379398, 0.8061769409996538, 0.0020500000937317964, 1.7415926535897923]	[2.4868033651288695, 0.7549623815075504, 0.0020500000937317964, 1.5415926535897924]	Left	[-257.26666938380606, 15.715470168227668]	0.24
177	[2.4868033651288695, 0.7549623815075504, 0.0020500000937317964, 1.7415926535897923]	[2.772240255551393, 0.86507950817693, 0.0020500000937317964, 1.7415926535897923]	Right	[-39.34426229508204, 6.145770236779012]	0.24
178	[2.751844198403364, 0.9833334757755452, 0.0020500000937317964, 1.7415926535897923]	[2.4868033651288695, 0.7549623815075504, 0.0020500000937317964, 1.7415926535897923]	Left	[-66.66666666666673, 8.000000000000004]	0.24
179	[2.862304856346874, 0.6370699301247116, 0.0020500000937317964, 1.7415926535897923]	[2.605744395275744, 0.6537051281989592, 0.0020500000937317964, 1.7415926535897923]	Left	[-74.64191616637314, 8.465000857632456]	0.24
180	[2.6346208246271385, 0.7804574529425864, 0.0020500000937317964, 1.5415926535897924]	[2.862304856346874, 0.6370699301247116, 0.0020500000937317964, 1.7415926535897923]	Right	[-56.804733727810664, 7.384615384615386]	0.24
181	[2.8374554974655686, 0.874574908786479, 0.0020500000937317964, 1.5415926535897924]	[2.6346208246271385, 0.7804574529425864, 0.0020500000937317964, 1.5415926535897924]	Left	[-16.834395250142773, 4.020077044054885]	0.24
182	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	[2.605744395275744, 0.6537051281989592, 0.0020500000937317964, 1.7415926535897923]	Left	[-46.00669521114523, 6.645782677961973]	0.24
183	[2.68292510767218, 1.0284213862751446, 0.0020500000937317964, 1.7415926535897923]	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	Right	[-6.558759745377057, 2.509264704163747]	0.24
184	[2.6759172223198706, 0.7885237215451834, 0.0020500000937317964, 1.5415926535897924]	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	Right	[-41.55794004366271, 6.316298159675191]	0.24
185	[2.5777118333537974, 0.8514180899578027, 0.0020500000937317964, 1.3415926535897924]	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	Right	[-24.074486596731592, 4.807442889194039]	0.24
186	[2.6306104657360017, 0.9499154741468887, 0.0020500000937317964, 1.3415926535897924]	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	Right	[-10.864781059319858, 3.2295804397703214]	0.24
187	[2.8662763689563966, 1.0797676287663462, 0.0020500000937317964, 1.3415926535897924]	[2.6306104657360017, 0.9499154741468887, 0.0020500000937317964, 1.3415926535897924]	Left	[-17.03676494385714, 4.044167942371193]	0.24
188	[2.6364465869184333, 1.1949990102923098, 0.0020500000937317964, 1.1415926535897924]	[2.8662763689563966, 1.0797676287663462, 0.0020500000937317964, 1.3415926535897924]	Right	[-15.973377703826968, 3.9159216789504216]	0.24
189	[2.884267004773309, 1.015597113718626, 0.0020500000937317964, 1.3415926535897924]	[2.6364465869184333, 1.1949990102923098, 0.0020500000937317964, 1.1415926535897924]	Left	[-216.14231995195522, 14.404743217214147]	0.24
190	[2.7213057718547025, 1.197376200980191, 0.0020500000937317964, 1.1415926535897924]	[2.884267004773309, 1.015597113718626, 0.0020500000937317964, 1.3415926535897924]	Right	[-133.20877750912416, 11.308422808188556]	0.24
191	[2.560489954011353, 1.0894973993215809, 0.0020500000937317964, 1.5415926535897924]	[2.8662763689563966, 1.0797676287663462, 0.0020500000937317964, 1.3415926535897924]	Right	[-39.34426229508205, 6.145770236779013]	0.24
192	[2.7586527032815766, 1.0236830786788327, 0.0020500000937317964, 1.3415926535897924]	[2.560489954011353, 1.0894973993215809, 0.0020500000937317964, 1.5415926535897924]	Left	[-65.18050510829899, 7.910327736823995]	0.24
193	[2.7237633245601676, 1.3491930028069488, 0.0020500000937317964, 1.3415926535897924]	[2.8662763689563966, 1.0797676287663462, 0.0020500000937317964, 1.3415926535897924]	Right	[-5.710886377156451, 2.3414634146341458]	0.24
194	[2.574122079692938, 1.1479282571742726, 0.0020500000937317964, 1.3415926535897924]	[2.8662763689563966, 1.0797676287663462, 0.0020500000937317964, 1.3415926535897924]	Right	[-22.641509433962266, 4.662172139314868]	0.24
195	[2.615018456737694, 1.3232208307323476, 0.0020500000937317964, 1.3415926535897924]	[2.8662763689563966, 1.0797676287663462, 0.0020500000937317964, 1.3415926535897924]	Right	[-6.876790830945561, 2.5693810923465086]	0.24
196	[2.6776691936579478, 0.8484981377276737, 0.0020500000937317964, 1.7415926535897923]	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	Right	[-22.264745214030903, 4.623219160441095]	0.24
197	[2.8577624253656158, 0.9810365393065678, 0.0020500000937317964, 1.5415926535897924]	[2.6776691936579478, 0.8484981377276737, 0.0020500000937317964, 1.7415926535897923]	Left	[-49.126351788522975, 6.867408369755075]	0.24
198	[2.6078690246052396, 0.9883364198818901, 0.0020500000937317964, 1.5415926535897924]	[2.8577624253656158, 0.9810365393065678, 0.0020500000937317964, 1.5415926535897924]	Right	[-39.301081430818456, 6.142396777609349]	0.24
199	[2.584427723483094, 1.0813200186573488, 0.0020500000937317964, 1.3415926535897924]	[2.877583914266249, 0.8426582332674157, 0.0020500000937317964, 1.5415926535897924]	Right	[-5.237061735605889, 2.2422264083231322]	0.24
200	[2.908390306003585, 1.1494980585723698, 0.0020500000937317964, 1.5415926535897924]	[2.584427723483094, 1.0813200186573488, 0.0020500000937317964, 1.3415926535897924]	Left	[-10.094667777057895, 3.1130179996228065]	0.24
201	[2.7125635185174644, 1.2952782674584384, 0.0020500000937317964, 1.5415926535897924]	[2.908390306003585, 1.1494980585723698, 0.0020500000937317964, 1.5415926535897924]	Right	[-15.434849338773086, 3.8493447968741594]	0.24
202	[2.660248876581286, 1.2167723553301824, 0.0020500000937317964, 1.7415926535897923]	[2.908390306003585, 1.1494980585723698, 0.0020500000937317964, 1.5415926535897924]	Right	[-39.84033526272763, 6.184393410207546]	0.24
203	[2.889614594788377, 1.3578091140540884, 0.0020500000937317964, 1.9415926535897923]	[2.660248876581286, 1.2167723553301824, 0.0020500000937317964, 1.7415926535897923]	Left	[-21.94485190855542, 4.589886472693328]	0.24
204	[2.7032067775949318, 1.2853375631587538, 0.0020500000937317964, 1.9415926535897923]	[2.889614594788377, 1.3578091140540884, 0.0020500000937317964, 1.9415926535897923]	Right	[-146.64169923749452, 11.864907554127624]	0.24
205	[2.7249482428635323, 1.2294152180007203, 0.0020500000937317964, 1.7415926535897923]	[2.889614594788377, 1.3578091140540884, 0.0020500000937317964, 1.9415926535897923]	Right	[-220.90040056165859, 14.562430584871203]	0.24
206	[2.6067662537530563, 1.0982834990802663, 0.0020500000937317964, 1.7415926535897923]	[2.908390306003585, 1.1494980585723698, 0.0020500000937317964, 1.5415926535897924]	Right	[-1220.1793215307766, 34.22531444223041]	0.24
207	[2.8629498870649672, 0.9547285323967307, 0.0020500000937317964, 1.5415926535897924]	[2.584427723483094, 1.0813200186573488, 0.0020500000937317964, 1.3415926535897924]	Left	[-75.15320274497498, 8.49394340899302]	0.24
